BGC_features	SMILES
['PF02737.21', 'PF00725.25', 'PF00107.29', 'PF13602.9', 'PF08240.15', 'PF13602.9', 'PF08240.15', 'PF00107.29', 'PF08028.14', 'PF00441.27', 'PF02770.22', 'PF03176.18', 'PF12349.11', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF01370.24', 'PF00109.29', 'PF02801.25', 'PF00109.29', 'PF02801.25', 'PF00550.28', 'PF03364.23', 'PF10604.12', 'PF00753.30', 'PF01613.21']	CC1OC(CC(=O)O)CC2=C(O)C3=C(C(=O)C(C4=CC(=O)C5=C(C4=O)C(O)=C4C(=C5O)CC(CC(=O)O)OC4C)=CC3=O)C(O)=C21
['PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00501.31', 'PF00668.23', 'PF00975.23', 'PF00550.28', 'PF13193.9', 'PF00561.23', 'PF18563.4', 'PF12697.10']	CCCCCC(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CO)C(=O)NC(C(=O)NC(CC(C)C)C(=O)NC1COC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC1=O)C(C)C
['PF04183.15', 'PF13523.9', 'PF06276.15', 'PF13302.10', 'PF13434.9', 'PF13738.9']	CC(C)CCCCCC(=O)N(O)CCCCC(NC(=O)CC(O)(CC(=O)O)C(=O)O)C(=O)O
['PF00067.25', 'PF00067.25', 'PF19086.3', 'PF03936.19', 'PF00067.25', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF13460.9']	CCCCCC=CC(=O)OC1C(C)C2OC(=O)C(C)C(O)C2(C)OC1(C)C(C)=O
['PF07992.17', 'PF01266.27', 'PF00890.27', 'PF03486.17', 'PF05834.15', 'PF13450.9', 'PF12831.10', 'PF12902.10', 'PF00067.25', 'PF01613.21', 'PF04820.17', 'PF01266.27', 'PF07992.17', 'PF01494.22', 'PF01266.27', 'PF07992.17', 'PF13450.9', 'PF03486.17', 'PF02737.21', 'PF13738.9', 'PF13419.9', 'PF00702.29', 'PF13242.9']	COC(=O)C1=C(C2=CNC3=C2C=C(Cl)C=C3)C(C2=CNC3=C2C=C(Cl)C=C3)=CN1
['PF03621.16', 'PF00975.23', 'PF12697.10', 'PF12146.11', 'PF02668.19', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF00975.23', 'PF00550.28', 'PF13193.9', 'PF00561.23']	CCCCCCCC(O)CC(=O)NCC(=O)NC(C(=O)NC(CO)C(=O)NC(C(=O)NC(CCCN(O)N=O)C(=O)NC(CO)C(=O)NC(CCCN(O)N=O)C(=O)O)C(C)O)C(O)C(=O)O
['PF00501.31', 'PF08659.13', 'PF00550.28', 'PF00106.28', 'PF13561.9', 'PF14535.9', 'PF00668.23', 'PF00501.31', 'PF18563.4', 'PF00550.28', 'PF13193.9', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF03171.23', 'PF00534.23', 'PF13692.9', 'PF13524.9', 'PF13439.9', 'PF00248.24']	CC(C)CC(NC(=O)C(O)CC1=CC=CC=C1)C(=O)N1C(C(=O)NCCC2=CCN(C(=N)N)C2)CC2CCC(OC3OCC(O)C(O)C3O)CC21
['PF00282.22', 'PF05889.16', 'PF00266.22', 'PF01212.24', 'PF00155.24', 'PF13434.9', 'PF13738.9', 'PF07992.17', 'PF13454.9', 'PF13523.9', 'PF13302.10', 'PF04183.15', 'PF06276.15']	CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN
['PF18065.4', 'PF00082.25', 'PF18047.4', 'PF18065.4', 'PF00082.25', 'PF18047.4']	CSCCC1NC(=O)C2CCCN2C(=O)C(CC(N)=O)NC(=O)C(CC2=CC=C(O)C=C2)NC(=O)C(CC2=CC=C(OCC=C(C)CCC=C(C)C)C=C2)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)CNC(=O)C(CO)NC1=O
['PF00384.25', 'PF01568.24', 'PF13450.9', 'PF12831.10', 'PF01593.27', 'PF01946.20', 'PF01266.27', 'PF00890.27', 'PF07992.17', 'PF03486.17', 'PF01494.22', 'PF01134.25', 'PF00144.27', 'PF00501.31', 'PF13193.9', 'PF00282.22']	CC(=O)C1=C2NC3=C(C=CC=C3)C2=CC(C(=O)NCCC2=CC=C(O)C=C2)=N1
['PF01613.21', 'PF04820.17', 'PF01266.27', 'PF07992.17', 'PF13450.9', 'PF01494.22', 'PF00501.31', 'PF00550.28', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF00975.23', 'PF13193.9', 'PF12697.10', 'PF00561.23', 'PF03621.16', 'PF12697.10', 'PF00561.23', 'PF12146.11', 'PF03096.17', 'PF00201.21', 'PF04101.19', 'PF13439.9', 'PF13579.9', 'PF03033.23', 'PF00067.25', 'PF05721.16', 'PF08240.15', 'PF00107.29', 'PF16912.8', 'PF03756.16', 'PF01073.22', 'PF01370.24', 'PF16363.8', 'PF13460.9', 'PF04321.20', 'PF05368.16', 'PF02719.18']	CC(C)C1NC(=O)C(CC2=CNC3=C2C=CC(Cl)=C3)NC(=O)C(C(C)C(N)=O)NC(=O)C(NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(NC(=O)CC(N)C(=O)O)C(O)C2=CC=C(O)C=C2)C(C)O)COC(=O)C2C(O)C(C)CN2C(=O)C(CC2=CC=CC=C2)NC1=O
['PF00201.21', 'PF04101.19', 'PF01613.21', 'PF00908.20', 'PF01408.25', 'PF06722.15', 'PF00201.21', 'PF04101.19', 'PF13579.9', 'PF13649.9', 'PF08241.15', 'PF13847.9', 'PF08242.15', 'PF13489.9', 'PF01209.21', 'PF12147.11', 'PF03848.17', 'PF13578.9', 'PF09445.13', 'PF05175.17', 'PF01041.20', 'PF00266.22', 'PF00155.24', 'PF01757.25', 'PF00483.26', 'PF12804.10', 'PF16363.8', 'PF01370.24', 'PF01073.22', 'PF02719.18', 'PF04321.20', 'PF07993.15', 'PF13460.9', 'PF08028.14', 'PF02770.22', 'PF00441.27', 'PF02771.19', 'PF01041.20', 'PF00266.22', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF13561.9', 'PF01370.24', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF13561.9', 'PF16363.8', 'PF01370.24', 'PF08990.14', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF08990.14', 'PF00108.26', 'PF00106.28', 'PF01370.24', 'PF13561.9', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF08659.13', 'PF16197.8', 'PF00550.28', 'PF08990.14', 'PF00108.26', 'PF01370.24', 'PF18369.4', 'PF16363.8', 'PF00106.28', 'PF01494.22', 'PF01266.27', 'PF03486.17', 'PF00070.30', 'PF07992.17', 'PF13450.9', 'PF00890.27', 'PF13738.9', 'PF01593.27', 'PF12831.10', 'PF08545.13', 'PF00195.22', 'PF00108.26', 'PF08541.13', 'PF08392.15', 'PF00109.29', 'PF00550.28', 'PF06722.15', 'PF00201.21', 'PF04101.19', 'PF13579.9', 'PF06722.15', 'PF00201.21', 'PF13579.9', 'PF01565.26', 'PF08031.15', 'PF10518.12', 'PF00975.23', 'PF12697.10', 'PF00561.23', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF13602.9', 'PF00106.28', 'PF00107.29', 'PF00108.26', 'PF13561.9', 'PF01370.24', 'PF08990.14', 'PF02719.18', 'PF08240.15', 'PF00248.24']	COC(=O)NC1C(C)OC(OC2CC=C(C)C3C=CC4C(O)C(C)CC(C)C4C3(C)C(=O)C3=C(O)OC4(CC(C=O)=CC(O)C4C=C2C)C3=O)CC1(C)[N+](=O)[O-]
['PF07992.17', 'PF14759.9', 'PF00070.30', 'PF13738.9', 'PF00561.23', 'PF12697.10', 'PF12146.11', 'PF00550.28', 'PF08386.13', 'PF03959.16', 'PF04820.17', 'PF01494.22', 'PF12831.10', 'PF00890.27', 'PF07992.17', 'PF01266.27', 'PF05834.15', 'PF03486.17', 'PF13738.9', 'PF13450.9', 'PF01134.25', 'PF00441.27', 'PF02770.22', 'PF02771.19', 'PF08028.14', 'PF00501.31', 'PF13193.9', 'PF00743.22', 'PF13738.9', 'PF07992.17', 'PF13434.9', 'PF13454.9', 'PF13450.9', 'PF01266.27', 'PF01947.19', 'PF00067.25']	OC1=C(C2=C(Br)C(Br)=C(Br)N2)C=C(Br)C=C1Br
['PF02517.19', 'PF12697.10', 'PF00561.23', 'PF12146.11', 'PF02089.18', 'PF01648.23', 'PF00975.23', 'PF12146.11', 'PF12697.10', 'PF00668.23', 'PF00501.31', 'PF08659.13', 'PF00550.28', 'PF13193.9', 'PF00106.28', 'PF00501.31', 'PF00668.23', 'PF08659.13', 'PF00550.28', 'PF00975.23', 'PF13193.9', 'PF00106.28', 'PF16363.8']	CC(C)CC1OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C)NC(=O)C(CC(C)C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C)NC(=O)C(CC(C)C)OC(=O)C(C(C)C)NC(=O)C(C(C)C)OC(=O)C(C)NC1=O
['PF18325.4', 'PF18314.4', 'PF00109.29', 'PF02801.25', 'PF00891.21', 'PF08100.14', 'PF00067.25', 'PF00067.25', 'PF01565.26', 'PF08031.15', 'PF09265.13', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF13460.9', 'PF00501.31', 'PF00668.23', 'PF00550.28']	CCC(=O)CCCCCC1NC(=O)C2CCCCN2C(=O)C(C(C)CC)NC(=O)C(CC2=CN(OC)C3=C2C=CC=C3)NC1=O
['PF00109.29', 'PF14765.9', 'PF08659.13', 'PF00698.24', 'PF02801.25', 'PF08242.15', 'PF16197.8', 'PF13649.9', 'PF13489.9', 'PF08241.15', 'PF00106.28', 'PF13847.9', 'PF00550.28', 'PF01209.21', 'PF00108.26', 'PF10017.12', 'PF02798.23', 'PF12697.10', 'PF06500.14', 'PF13410.9', 'PF00043.28', 'PF13417.9', 'PF00561.23', 'PF00326.24', 'PF00756.23', 'PF00171.25', 'PF05893.17', 'PF00067.25', 'PF02668.19', 'PF00501.31', 'PF00668.23', 'PF07993.15', 'PF01370.24', 'PF00550.28', 'PF13193.9', 'PF01073.22', 'PF00067.25']	CC=C(C=C(C)C=CC=CC=C(C)C(=O)C1CC(CO)NC1=O)C(=O)OC
['PF07992.17', 'PF01266.27', 'PF00890.27', 'PF03486.17', 'PF05834.15', 'PF13450.9', 'PF12831.10', 'PF12902.10', 'PF00067.25', 'PF01613.21', 'PF04820.17', 'PF01266.27', 'PF07992.17', 'PF01494.22', 'PF01266.27', 'PF07992.17', 'PF13450.9', 'PF03486.17', 'PF02737.21', 'PF13738.9', 'PF13419.9', 'PF00702.29', 'PF13242.9']	CN1C2=CC=C(Cl)C=C2C2(C)C3=CNC=C3C3=C(NC4=CC=C(Cl)C=C34)C12
['PF01053.23', 'PF00155.24', 'PF00266.22', 'PF01041.20', 'PF01212.24', 'PF02784.19', 'PF00278.25', 'PF14226.9', 'PF03171.23', 'PF00067.25', 'PF00266.22', 'PF00155.24', 'PF05721.16']	CC(=O)NC1C2CN3CCC(O2)C13
['PF00501.31', 'PF03756.16', 'PF08028.14', 'PF00441.27', 'PF02770.22', 'PF02771.19']	O=C(O)CCCNC(=O)NC(CC1=CC=CC=C1)C(=O)O
['PF00551.22', 'PF12697.10', 'PF00561.23', 'PF12146.11', 'PF08386.13', 'PF01734.25', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF13193.9', 'PF00550.28', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00975.23', 'PF08242.15', 'PF08241.15', 'PF13649.9', 'PF13489.9', 'PF12697.10', 'PF05401.14', 'PF03621.16', 'PF00891.21', 'PF13489.9', 'PF13649.9', 'PF08242.15', 'PF16864.8', 'PF05175.17', 'PF08241.15', 'PF13847.9', 'PF12680.10', 'PF07366.15', 'PF13577.9', 'PF13434.9', 'PF07992.17', 'PF00501.31', 'PF13193.9', 'PF00550.28', 'PF00067.25']	CCC(C)C(NC=O)C(=O)NC1C(=O)NC(CC2=CC=C(OC)C=C2)C(=O)NC(C(C)CC)C(=O)N2NCC(O)CC2C(=O)NC(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)OC1C
['PF00501.31', 'PF08659.13', 'PF00550.28', 'PF00106.28', 'PF13193.9', 'PF13561.9', 'PF00975.23', 'PF12697.10', 'PF00501.31', 'PF00668.23', 'PF13193.9', 'PF00550.28', 'PF00975.23', 'PF00891.21', 'PF16864.8', 'PF13489.9', 'PF13649.9', 'PF00067.25', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00550.28', 'PF00009.30', 'PF01926.26', 'PF03061.25', 'PF14539.9', 'PF01757.25', 'PF00550.28', 'PF02779.27', 'PF02780.23', 'PF00456.24', 'PF13292.9', 'PF00676.23', 'PF09364.13', 'PF02775.24', 'PF01041.20', 'PF01118.27', 'PF00696.31', 'PF01546.31', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF00501.31', 'PF00668.23', 'PF07993.15', 'PF00550.28', 'PF01370.24', 'PF13193.9', 'PF00698.24', 'PF00109.29', 'PF08659.13', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF08443.14', 'PF02655.17', 'PF02786.20', 'PF02222.25', 'PF02955.19', 'PF00067.25', 'PF00975.23', 'PF12697.10', 'PF12146.11', 'PF00441.27', 'PF02770.22', 'PF02771.19', 'PF00441.27', 'PF08028.14', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF03446.18', 'PF03807.20', 'PF02826.22', 'PF02558.19', 'PF01488.23']	COC1=CC2=C(C)C=CC=C2C(C(=O)OC(C(=O)NC(C(=O)NC(=CO)C(C)=O)=C2C(OC(C)=O)C(O)C3CN23)C2(C)CO2)=C1
['PF04673.15', 'PF00067.25', 'PF01494.22', 'PF03992.19', 'PF01266.27', 'PF12831.10', 'PF13450.9', 'PF00890.27', 'PF07992.17', 'PF01946.20', 'PF00070.30', 'PF03486.17', 'PF01134.25', 'PF13738.9', 'PF16363.8', 'PF01370.24', 'PF01073.22', 'PF04321.20', 'PF07993.15', 'PF02719.18', 'PF13460.9', 'PF00483.26', 'PF12804.10', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF13561.9', 'PF01370.24', 'PF16363.8', 'PF08990.14', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF13602.9', 'PF13561.9', 'PF00107.29', 'PF00108.26', 'PF16073.8', 'PF01370.24', 'PF08240.15', 'PF02719.18', 'PF08990.14', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF16197.8', 'PF08990.14', 'PF18369.4', 'PF00550.28', 'PF00108.26', 'PF01494.22', 'PF01266.27', 'PF05834.15', 'PF13450.9', 'PF01946.20', 'PF08541.13', 'PF08545.13', 'PF06722.15', 'PF00201.21', 'PF04101.19', 'PF00975.23', 'PF12697.10', 'PF12146.11', 'PF00067.25', 'PF08545.13', 'PF08541.13', 'PF08392.15', 'PF00195.22', 'PF00108.26', 'PF00550.28', 'PF06500.14', 'PF00561.23', 'PF08541.13', 'PF08545.13', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF16197.8', 'PF14765.9', 'PF00550.28', 'PF00108.26', 'PF13561.9', 'PF00550.28', 'PF04820.17', 'PF01494.22', 'PF01266.27', 'PF05834.15', 'PF12831.10', 'PF07992.17', 'PF13450.9', 'PF01946.20', 'PF00890.27', 'PF03486.17', 'PF00067.25', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF01370.24', 'PF16363.8', 'PF16073.8', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF13602.9', 'PF01370.24', 'PF00107.29', 'PF08990.14', 'PF08240.15', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF14765.9', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF13602.9', 'PF00107.29', 'PF13561.9', 'PF08990.14', 'PF00108.26', 'PF01370.24', 'PF16363.8', 'PF08240.15', 'PF17837.4', 'PF01648.23', 'PF00501.31', 'PF13193.9', 'PF01039.25', 'PF06833.14', 'PF19726.2']	CC(O)CC1CC23OC(=O)C(=C2O)C(=O)C2(C)C(C=CC4CC(C)CCC42)C(C)C=CCC3(C)C=C1CO
['PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00975.23', 'PF18563.4', 'PF00561.23', 'PF12697.10']	CCCCCCCCCC(O)CC(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CO)C(=O)NC(CC(C)C)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(=O)NC(C(C)CC)C(=O)NC(CCC(=O)O)C(=O)OC1C
['PF00155.24', 'PF01041.20', 'PF01053.23', 'PF00266.22', 'PF02786.20', 'PF02787.22', 'PF02142.25', 'PF02222.25', 'PF07478.16', 'PF15632.9', 'PF02655.17', 'PF13535.9', 'PF00561.23', 'PF12697.10', 'PF12146.11', 'PF03096.17', 'PF08386.13', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00108.26', 'PF00501.31', 'PF00668.23', 'PF13193.9', 'PF00550.28', 'PF18563.4', 'PF00881.27', 'PF00501.31', 'PF00109.29', 'PF14765.9', 'PF08659.13', 'PF00698.24', 'PF02801.25', 'PF00668.23', 'PF00550.28', 'PF16197.8', 'PF18563.4', 'PF00881.27', 'PF13193.9', 'PF00106.28', 'PF13561.9', 'PF00108.26', 'PF00109.29', 'PF00698.24', 'PF08659.13', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF08242.15', 'PF13561.9', 'PF13649.9', 'PF13847.9', 'PF02353.23', 'PF08241.15', 'PF13489.9', 'PF00108.26', 'PF05175.17', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF16197.8', 'PF08242.15', 'PF13847.9', 'PF13649.9', 'PF08241.15', 'PF13489.9', 'PF00550.28', 'PF00108.26', 'PF00891.21', 'PF02353.23', 'PF05175.17', 'PF01209.21', 'PF00668.23', 'PF00501.31', 'PF00296.23', 'PF00975.23', 'PF18563.4', 'PF00550.28', 'PF13193.9', 'PF00795.25', 'PF00171.25', 'PF03423.16', 'PF00128.27', 'PF16760.8', 'PF00041.24']	COC(=O)C=C(OC)C(C)C(C=CC1=CSC(C2=CSC(C(C)C)=N2)=N1)OC
['PF00501.31', 'PF00109.29', 'PF02801.25', 'PF00108.26', 'PF07977.16', 'PF00202.24', 'PF00550.28', 'PF13535.9', 'PF02786.20', 'PF18130.4', 'PF18603.4', 'PF07478.16', 'PF01071.22', 'PF13549.9', 'PF02655.17', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF13649.9', 'PF08241.15', 'PF13847.9', 'PF05724.14', 'PF08242.15', 'PF13489.9', 'PF01209.21', 'PF00891.21', 'PF03848.17', 'PF06325.16', 'PF05175.17', 'PF02353.23', 'PF05148.18', 'PF00583.28', 'PF00441.27', 'PF02770.22', 'PF02771.19', 'PF08028.14', 'PF00550.28', 'PF02737.21', 'PF00725.25', 'PF02826.22', 'PF01266.27', 'PF00070.30', 'PF07992.17', 'PF02254.21', 'PF13478.9', 'PF01262.24', 'PF13450.9', 'PF03721.17', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF16197.8', 'PF00550.28', 'PF00501.31', 'PF13193.9', 'PF00550.28', 'PF01636.26', 'PF02779.27', 'PF02780.23', 'PF17147.7', 'PF00456.24', 'PF13292.9', 'PF00676.23', 'PF02775.24', 'PF09364.13', 'PF01408.25', 'PF02894.20', 'PF03447.19', 'PF13561.9', 'PF00106.28', 'PF08659.13']	NC1=NC=C2N=CN(C3OC(C(NC(=O)C4CCCC4N)C(=O)O)CC(O)(C(O)CO)C3O)C2=N1
['PF00441.27', 'PF02771.19', 'PF02770.22', 'PF08028.14', 'PF00296.23', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF08541.13', 'PF08545.13', 'PF00441.27', 'PF02770.22', 'PF02771.19', 'PF00067.25', 'PF00067.25', 'PF00107.29', 'PF13602.9', 'PF08240.15', 'PF08541.13', 'PF08545.13', 'PF00195.22', 'PF00108.26', 'PF08392.15', 'PF00107.29', 'PF13602.9', 'PF08240.15', 'PF08541.13', 'PF08545.13', 'PF08392.15', 'PF02737.21', 'PF00725.25', 'PF03446.18', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF08659.13', 'PF14765.9', 'PF16197.8', 'PF00550.28', 'PF00106.28', 'PF00108.26', 'PF13561.9', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF08659.13', 'PF16197.8', 'PF18369.4', 'PF00550.28', 'PF08990.14', 'PF00108.26', 'PF00109.29', 'PF00698.24', 'PF02801.25', 'PF08659.13', 'PF00975.23', 'PF16197.8', 'PF18369.4', 'PF00550.28', 'PF08990.14', 'PF12697.10', 'PF00108.26', 'PF00561.23', 'PF00106.28', 'PF01494.22', 'PF01266.27', 'PF07992.17', 'PF00070.30', 'PF05834.15', 'PF13450.9', 'PF00890.27', 'PF12831.10', 'PF13738.9', 'PF03486.17', 'PF01262.24', 'PF01039.25', 'PF06833.14', 'PF00248.24']	CC=C(CC)C1=C(CC(CC)CC)C(=O)C(O)(CC)O1
['PF00109.29', 'PF14765.9', 'PF08659.13', 'PF00698.24', 'PF02801.25', 'PF08242.15', 'PF13489.9', 'PF16197.8', 'PF13649.9', 'PF00106.28', 'PF13847.9', 'PF08241.15', 'PF00550.28', 'PF00108.26', 'PF13561.9', 'PF01209.21', 'PF00107.29', 'PF13602.9', 'PF00067.25']	COC(=O)C1=CC2CC(C)CCC2C(C)(C=CC=CC=CC=CC=CC(O)C(C)C(=O)O)C1C(C)=CC(=O)O
['PF00109.29', 'PF00668.23', 'PF00501.31', 'PF08659.13', 'PF14765.9', 'PF00698.24', 'PF07993.15', 'PF02801.25', 'PF00550.28', 'PF08242.15', 'PF01370.24', 'PF13649.9', 'PF08241.15', 'PF00106.28', 'PF13847.9', 'PF16197.8', 'PF13489.9', 'PF13561.9', 'PF10294.12', 'PF13460.9', 'PF13193.9', 'PF01209.21', 'PF00108.26', 'PF00107.29', 'PF01565.26', 'PF08031.15', 'PF00067.25', 'PF00067.25', 'PF00106.28', 'PF13561.9', 'PF08659.13', 'PF12697.10', 'PF06500.14']	CC1=CC(C)CC=CC2C(O)C(C)=C(C)C3C(CC4=CNC5=CC=CC=C45)NC(=O)C23C(O)CCC(O)C1O
['PF00676.23', 'PF02775.24', 'PF13292.9', 'PF00456.24', 'PF02779.27', 'PF02780.23', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF07859.16', 'PF20434.1', 'PF00135.31', 'PF00326.24', 'PF13561.9', 'PF00106.28', 'PF08659.13', 'PF01370.24', 'PF00795.25', 'PF07859.16', 'PF20434.1', 'PF00135.31', 'PF00326.24', 'PF12697.10', 'PF00550.28', 'PF00501.31', 'PF13535.9', 'PF02786.20', 'PF15632.9', 'PF02655.17', 'PF01071.22', 'PF07478.16', 'PF18130.4', 'PF13549.9', 'PF18603.4', 'PF00155.24', 'PF00392.24']	C=CCNC(CCC(=O)CN)C(=O)NC(CCC(=O)CN)C(=O)O
['PF02668.19', 'PF01494.22', 'PF08491.13', 'PF01266.27', 'PF00890.27', 'PF12831.10', 'PF07992.17', 'PF13450.9', 'PF01134.25', 'PF01262.24', 'PF01946.20', 'PF03486.17', 'PF13243.9', 'PF13249.9', 'PF00432.24', 'PF01040.21', 'PF00348.20', 'PF00067.25', 'PF00501.31', 'PF13193.9', 'PF00550.28', 'PF00067.25', 'PF00561.23', 'PF12697.10', 'PF12146.11', 'PF04820.17', 'PF00067.25', 'PF08241.15', 'PF13649.9', 'PF13847.9', 'PF02353.23', 'PF13489.9', 'PF01209.21', 'PF08242.15', 'PF06325.16', 'PF05175.17', 'PF01135.22', 'PF08003.14', 'PF01170.21', 'PF07021.15', 'PF05401.14', 'PF09445.13', 'PF08241.15', 'PF13649.9', 'PF13489.9', 'PF08242.15', 'PF13847.9', 'PF01370.24', 'PF13460.9', 'PF04321.20', 'PF08241.15', 'PF13649.9', 'PF13847.9', 'PF13489.9', 'PF02353.23', 'PF08242.15', 'PF01209.21', 'PF05175.17', 'PF01135.22', 'PF08003.14', 'PF02784.19', 'PF00278.25', 'PF01168.23']	CNC1=C(C(=O)OCC2(C)C(O)CCC3(C)C2CCC2(C)C(C4=C(O)C(=O)OC4NCCO)C(C)C(OC)CC23)C=C(Cl)C=C1
['PF13520.9', 'PF00324.24', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF13193.9', 'PF00550.28', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF03621.16', 'PF12697.10', 'PF00561.23', 'PF12146.11', 'PF08386.13', 'PF00975.23', 'PF00501.31', 'PF13193.9', 'PF00425.21', 'PF13434.9', 'PF07992.17', 'PF13454.9', 'PF13738.9']	O=CN(O)CCCC(NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C1COC(C2=CC=CC=C2O)=N1)C(=O)NC1CCCN(O)C1=O
['PF03621.16', 'PF00501.31', 'PF00668.23', 'PF00550.28', 'PF13193.9', 'PF00668.23', 'PF00501.31', 'PF00550.28', 'PF13193.9', 'PF02826.22', 'PF00389.33', 'PF03446.18', 'PF02254.21', 'PF13714.9', 'PF02775.24', 'PF02776.21', 'PF13714.9', 'PF00463.24', 'PF00171.25', 'PF05893.17', 'PF04055.24', 'PF02310.22', 'PF00682.22', 'PF00501.31', 'PF13193.9', 'PF00550.28', 'PF07859.16', 'PF10340.12', 'PF20434.1', 'PF00975.23', 'PF12697.10', 'PF00975.23', 'PF12697.10', 'PF12146.11']	CP(=O)(O)CCC(N)C(=O)O
